card_id,name,set_id,set_name,series,rarity,snapshot_date,price_low,price_mid,price_market,price_high
swsh4-104,Mightyena,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.16,0.15,25.14
swsh4-105,Sableye,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.17,0.18,25.17
swsh4-106,Drapion V,swsh4,Vivid Voltage,Sword & Shield,Rare Holo V,2026-03-19,0.25,0.99,0.66,9000.0
swsh4-107,Sandile,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.14,0.14,25.14
swsh4-108,Krokorok,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.12,25.12
swsh4-109,Krookodile,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.05,0.2,0.2,999.99
swsh4-110,Trubbish,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.15,0.14,25.15
swsh4-111,Garbodor,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.02,0.2,0.14,19.5
swsh4-112,Galarian Meowth,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.15,0.15,25.13
swsh4-113,Galarian Perrserker,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.02,0.2,0.16,19.5
swsh4-114,Forretress,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.01,0.2,0.17,20.0
swsh4-115,Steelix V,swsh4,Vivid Voltage,Sword & Shield,Rare Holo V,2026-03-19,0.47,1.0,0.95,80.0
swsh4-116,Beldum,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.15,0.14,25.12
swsh4-117,Metang,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.11,25.11
swsh4-118,Metagross,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.08,0.25,0.28,19.5
swsh4-119,Jirachi,swsh4,Vivid Voltage,Sword & Shield,Amazing Rare,2026-03-19,4.28,5.66,5.33,96.95
swsh4-120,Lucario,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.04,0.3,0.35,999.99
swsh4-121,Dialga,swsh4,Vivid Voltage,Sword & Shield,Rare Holo,2026-03-19,0.09,0.33,0.31,999.99
swsh4-122,Excadrill,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.14,0.1,25.09
swsh4-123,Ferroseed,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.1,0.06,25.05
swsh4-124,Ferrothorn,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.05,25.05
swsh4-125,Galarian Stunfisk,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.12,0.08,19.5
swsh4-126,Aegislash V,swsh4,Vivid Voltage,Sword & Shield,Rare Holo V,2026-03-19,0.4,0.99,0.74,60.0
swsh4-127,Aegislash VMAX,swsh4,Vivid Voltage,Sword & Shield,Rare Holo VMAX,2026-03-19,0.75,1.95,1.56,19.95
swsh4-128,Magearna,swsh4,Vivid Voltage,Sword & Shield,Rare Holo,2026-03-19,0.04,0.3,0.31,999.99
swsh4-129,Duraludon,swsh4,Vivid Voltage,Sword & Shield,Rare Holo,2026-03-19,0.03,0.25,0.23,999.99
swsh4-130,Eevee,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.04,0.25,0.2,25.27
swsh4-131,Snorlax,swsh4,Vivid Voltage,Sword & Shield,Rare Holo,2026-03-19,0.25,2.24,2.16,999.87
swsh4-132,Lugia,swsh4,Vivid Voltage,Sword & Shield,Rare Holo,2026-03-19,0.24,0.88,0.79,9.99
swsh4-133,Taillow,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.16,0.17,25.16
swsh4-134,Swellow,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.15,25.13
swsh4-135,Whismur,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.13,0.1,25.08
swsh4-136,Loudred,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.16,0.16,25.15
swsh4-137,Exploud,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.04,0.2,0.19,33.0
swsh4-138,Rayquaza,swsh4,Vivid Voltage,Sword & Shield,Amazing Rare,2026-03-19,12.03,15.68,14.23,49.99
swsh4-139,Chatot,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.14,0.09,25.09
swsh4-140,Togekiss V,swsh4,Vivid Voltage,Sword & Shield,Rare Holo V,2026-03-19,0.37,1.0,0.91,99.9
swsh4-141,Togekiss VMAX,swsh4,Vivid Voltage,Sword & Shield,Rare Holo VMAX,2026-03-19,1.24,2.2,2.11,19.95
swsh4-142,Tornadus,swsh4,Vivid Voltage,Sword & Shield,Rare Holo,2026-03-19,0.01,0.22,0.21,999.99
swsh4-143,Pikipek,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.16,0.15,25.15
swsh4-144,Trumbeak,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.15,25.13
swsh4-145,Toucannon,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.03,0.25,0.23,4.0
swsh4-146,Allister,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.09,19.5
swsh4-147,Bea,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.11,19.5
swsh4-148,Beauty,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.06,25.06
swsh4-149,Cara Liss,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.08,19.5
swsh4-150,Circhester Bath,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.07,19.5
swsh4-151,Drone Rotom,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.16,0.16,25.18
swsh4-152,Hero's Medal,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.14,0.07,25.07
swsh4-153,League Staff,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.13,0.08,25.08
swsh4-154,Leon,swsh4,Vivid Voltage,Sword & Shield,Rare Holo,2026-03-19,0.1,0.27,0.28,999.99
swsh4-155,Memory Capsule,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.12,1.5
swsh4-156,Moomoo Cheese,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.11,25.11
swsh4-157,Nessa,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.04,0.2,0.18,5.04
swsh4-158,Opal,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.17,0.17,25.16
swsh4-159,Rocky Helmet,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.09,19.5
swsh4-160,Telescopic Sight,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.14,0.07,2.0
swsh4-161,Wyndon Stadium,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.07,25.07
swsh4-162,Aromatic Grass Energy,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.13,1.53
swsh4-163,Coating Metal Energy,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.2,0.2,1.72
swsh4-164,Stone Fighting Energy,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.02,0.2,0.2,1.73
swsh4-165,Wash Water Energy,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.2,0.18,1.5
swsh4-166,Orbeetle V,swsh4,Vivid Voltage,Sword & Shield,Rare Ultra,2026-03-19,1.25,1.99,1.75,18.88
swsh4-167,Zarude V,swsh4,Vivid Voltage,Sword & Shield,Rare Ultra,2026-03-19,1.81,2.9,2.82,29.95
swsh4-168,Talonflame V,swsh4,Vivid Voltage,Sword & Shield,Rare Ultra,2026-03-19,2.0,3.2,3.2,18.82
swsh4-169,Galarian Darmanitan V,swsh4,Vivid Voltage,Sword & Shield,Rare Ultra,2026-03-19,1.0,2.0,1.84,29.95
swsh4-170,Pikachu V,swsh4,Vivid Voltage,Sword & Shield,Rare Ultra,2026-03-19,26.75,42.81,36.12,4321.0
swsh4-171,Ampharos V,swsh4,Vivid Voltage,Sword & Shield,Rare Ultra,2026-03-19,3.5,6.35,5.93,24.95
swsh4-172,Alakazam V,swsh4,Vivid Voltage,Sword & Shield,Rare Ultra,2026-03-19,2.5,3.86,3.63,19.99
swsh4-173,Coalossal V,swsh4,Vivid Voltage,Sword & Shield,Rare Ultra,2026-03-19,1.45,2.26,2.1,175.0
swsh4-174,Galarian Sirfetch'd V,swsh4,Vivid Voltage,Sword & Shield,Rare Ultra,2026-03-19,0.95,2.0,1.88,9.99
swsh4-175,Drapion V,swsh4,Vivid Voltage,Sword & Shield,Rare Ultra,2026-03-19,0.98,1.93,1.66,9.95
swsh4-176,Steelix V,swsh4,Vivid Voltage,Sword & Shield,Rare Ultra,2026-03-19,2.89,4.66,4.34,96.93
swsh4-177,Aegislash V,swsh4,Vivid Voltage,Sword & Shield,Rare Ultra,2026-03-19,1.75,2.78,2.41,29.95
swsh4-178,Togekiss V,swsh4,Vivid Voltage,Sword & Shield,Rare Ultra,2026-03-19,2.49,3.47,3.28,29.95
swsh4-179,Allister,swsh4,Vivid Voltage,Sword & Shield,Rare Ultra,2026-03-19,3.9,5.44,5.11,49.99
swsh4-180,Bea,swsh4,Vivid Voltage,Sword & Shield,Rare Ultra,2026-03-19,4.99,6.4,6.2,55.0
swsh4-181,Beauty,swsh4,Vivid Voltage,Sword & Shield,Rare Ultra,2026-03-19,1.98,3.27,2.98,39.95
swsh4-182,Leon,swsh4,Vivid Voltage,Sword & Shield,Rare Ultra,2026-03-19,4.49,7.38,7.36,45.0
swsh4-183,Nessa,swsh4,Vivid Voltage,Sword & Shield,Rare Ultra,2026-03-19,6.6,9.99,9.06,96.95
swsh4-184,Opal,swsh4,Vivid Voltage,Sword & Shield,Rare Ultra,2026-03-19,0.9,1.73,1.47,19.99
swsh4-185,Pokémon Center Lady,swsh4,Vivid Voltage,Sword & Shield,Rare Ultra,2026-03-19,13.24,16.99,16.26,40.0
swsh4-186,Orbeetle VMAX,swsh4,Vivid Voltage,Sword & Shield,Rare Rainbow,2026-03-19,6.49,8.0,7.08,29.38
swsh4-187,Galarian Darmanitan VMAX,swsh4,Vivid Voltage,Sword & Shield,Rare Rainbow,2026-03-19,6.4,8.03,6.75,35.26
swsh4-188,Pikachu VMAX,swsh4,Vivid Voltage,Sword & Shield,Rare Rainbow,2026-03-19,117.1,156.89,137.84,4321.0
swsh4-189,Coalossal VMAX,swsh4,Vivid Voltage,Sword & Shield,Rare Rainbow,2026-03-19,4.44,7.82,6.52,22.79
swsh4-190,Aegislash VMAX,swsh4,Vivid Voltage,Sword & Shield,Rare Rainbow,2026-03-19,5.74,7.47,6.88,19.95
swsh4-191,Togekiss VMAX,swsh4,Vivid Voltage,Sword & Shield,Rare Rainbow,2026-03-19,7.12,11.86,11.64,25.0
swsh4-192,Allister,swsh4,Vivid Voltage,Sword & Shield,Rare Rainbow,2026-03-19,3.99,5.49,5.47,16.95
swsh4-193,Bea,swsh4,Vivid Voltage,Sword & Shield,Rare Rainbow,2026-03-19,4.68,6.86,6.39,49.95
swsh4-194,Beauty,swsh4,Vivid Voltage,Sword & Shield,Rare Rainbow,2026-03-19,3.8,4.99,4.63,45.0
swsh4-195,Leon,swsh4,Vivid Voltage,Sword & Shield,Rare Rainbow,2026-03-19,4.0,5.74,4.77,39.95
swsh4-196,Nessa,swsh4,Vivid Voltage,Sword & Shield,Rare Rainbow,2026-03-19,7.8,10.71,9.87,98.95
swsh4-197,Opal,swsh4,Vivid Voltage,Sword & Shield,Rare Rainbow,2026-03-19,2.85,4.24,4.13,20.0
swsh4-198,Galarian Obstagoon,swsh4,Vivid Voltage,Sword & Shield,Rare Secret,2026-03-19,4.0,6.09,5.73,24.95
swsh4-199,Oranguru,swsh4,Vivid Voltage,Sword & Shield,Rare Secret,2026-03-19,2.99,4.99,4.68,25.0
swsh4-200,Cape of Toughness,swsh4,Vivid Voltage,Sword & Shield,Rare Secret,2026-03-19,1.25,2.33,2.18,39.95
swsh4-201,Hero's Medal,swsh4,Vivid Voltage,Sword & Shield,Rare Secret,2026-03-19,1.35,2.5,1.92,20.0
swsh4-202,Memory Capsule,swsh4,Vivid Voltage,Sword & Shield,Rare Secret,2026-03-19,1.05,2.39,2.03,20.0
swsh4-203,Telescopic Sight,swsh4,Vivid Voltage,Sword & Shield,Rare Secret,2026-03-19,1.17,2.16,1.8,20.0
base1-1,Alakazam,base1,Base,Base,Rare Holo,2026-03-19,40.0,63.18,61.55,9999.0
base1-2,Blastoise,base1,Base,Base,Rare Holo,2026-03-19,140.0,224.34,182.42,749.99
base1-3,Chansey,base1,Base,Base,Rare Holo,2026-03-19,20.99,42.5,48.41,4321.0
base1-4,Charizard,base1,Base,Base,Rare Holo,2026-03-19,624.99,756.03,488.2,4321.0
base1-5,Clefairy,base1,Base,Base,Rare Holo,2026-03-19,17.95,28.5,28.24,4321.0
base1-6,Gyarados,base1,Base,Base,Rare Holo,2026-03-19,20.0,39.01,41.78,4321.0
base1-7,Hitmonchan,base1,Base,Base,Rare Holo,2026-03-19,10.0,15.93,17.88,9999.0
base1-8,Machamp,base1,Base,Base,Rare Holo,2026-03-19,,,,
base1-9,Magneton,base1,Base,Base,Rare Holo,2026-03-19,11.95,28.99,33.33,4321.0
base1-10,Mewtwo,base1,Base,Base,Rare Holo,2026-03-19,30.0,58.0,68.48,4321.0
base1-11,Nidoking,base1,Base,Base,Rare Holo,2026-03-19,19.95,30.7,36.44,4321.0
base1-12,Ninetales,base1,Base,Base,Rare Holo,2026-03-19,14.89,34.29,36.14,9999.0
base1-13,Poliwrath,base1,Base,Base,Rare Holo,2026-03-19,19.44,25.7,27.83,9999.0
base1-14,Raichu,base1,Base,Base,Rare Holo,2026-03-19,45.16,66.19,64.0,4321.0
base1-15,Venusaur,base1,Base,Base,Rare Holo,2026-03-19,100.0,157.29,141.51,4321.0
base1-16,Zapdos,base1,Base,Base,Rare Holo,2026-03-19,27.59,49.99,52.51,4321.0
base1-17,Beedrill,base1,Base,Base,Rare,2026-03-19,1.5,3.05,5.2,9999.0
base1-18,Dragonair,base1,Base,Base,Rare,2026-03-19,6.66,10.63,13.53,199.99
base1-19,Dugtrio,base1,Base,Base,Rare,2026-03-19,3.45,4.67,8.21,14.99
base1-20,Electabuzz,base1,Base,Base,Rare,2026-03-19,3.5,6.76,13.59,96.95
base1-21,Electrode,base1,Base,Base,Rare,2026-03-19,2.98,4.37,6.99,9999.0
base1-22,Pidgeotto,base1,Base,Base,Rare,2026-03-19,4.5,9.0,9.68,22.99
base1-23,Arcanine,base1,Base,Base,Uncommon,2026-03-19,0.88,2.0,3.22,4321.0
base1-24,Charmeleon,base1,Base,Base,Uncommon,2026-03-19,0.25,1.05,2.89,9999.0
base1-25,Dewgong,base1,Base,Base,Uncommon,2026-03-19,0.75,2.0,3.03,5.97
base1-26,Dratini,base1,Base,Base,Uncommon,2026-03-19,0.22,1.05,2.65,96.95
base1-27,Farfetch'd,base1,Base,Base,Uncommon,2026-03-19,0.2,0.8,1.68,96.95
base1-28,Growlithe,base1,Base,Base,Uncommon,2026-03-19,0.25,0.74,1.09,9999.0
base1-29,Haunter,base1,Base,Base,Uncommon,2026-03-19,0.36,1.07,1.77,4321.0
base1-30,Ivysaur,base1,Base,Base,Uncommon,2026-03-19,0.75,1.9,3.98,9999.0
base1-31,Jynx,base1,Base,Base,Uncommon,2026-03-19,0.2,0.75,0.95,9999.0
base1-32,Kadabra,base1,Base,Base,Uncommon,2026-03-19,0.25,1.0,1.61,9999.0
base1-33,Kakuna,base1,Base,Base,Uncommon,2026-03-19,0.25,0.84,1.82,9.99
base1-34,Machoke,base1,Base,Base,Uncommon,2026-03-19,0.2,0.69,1.12,9999.0
base1-35,Magikarp,base1,Base,Base,Uncommon,2026-03-19,0.4,1.31,3.09,96.95
base1-36,Magmar,base1,Base,Base,Uncommon,2026-03-19,0.5,1.47,2.28,7.99
base1-37,Nidorino,base1,Base,Base,Uncommon,2026-03-19,0.5,1.56,2.4,99.0
base1-38,Poliwhirl,base1,Base,Base,Uncommon,2026-03-19,0.1,0.79,1.29,9999.0
base1-39,Porygon,base1,Base,Base,Uncommon,2026-03-19,0.7,1.69,2.56,99.0
base1-40,Raticate,base1,Base,Base,Uncommon,2026-03-19,0.8,1.46,2.24,59.99
base1-41,Seel,base1,Base,Base,Uncommon,2026-03-19,0.25,0.83,1.14,9.99
base1-42,Wartortle,base1,Base,Base,Uncommon,2026-03-19,0.7,2.36,4.18,39.99
base1-43,Abra,base1,Base,Base,Common,2026-03-19,0.15,0.54,1.61,9999.0
base1-44,Bulbasaur,base1,Base,Base,Common,2026-03-19,0.45,1.5,3.24,74.98
base1-45,Caterpie,base1,Base,Base,Common,2026-03-19,0.25,0.75,1.33,84.99
base1-46,Charmander,base1,Base,Base,Common,2026-03-19,0.25,1.0,2.07,100.0
base1-47,Diglett,base1,Base,Base,Common,2026-03-19,0.1,0.49,0.73,23.0
base1-48,Doduo,base1,Base,Base,Common,2026-03-19,0.1,0.68,1.61,99.0
base1-49,Drowzee,base1,Base,Base,Common,2026-03-19,0.16,0.52,0.71,7.93
base1-50,Gastly,base1,Base,Base,Common,2026-03-19,0.2,0.6,0.81,69.99
base1-51,Koffing,base1,Base,Base,Common,2026-03-19,0.05,0.5,0.56,9999.0
base1-52,Machop,base1,Base,Base,Common,2026-03-19,0.06,0.39,0.46,21.0
base1-53,Magnemite,base1,Base,Base,Common,2026-03-19,0.19,0.5,0.67,9999.0
base1-54,Metapod,base1,Base,Base,Common,2026-03-19,0.15,0.58,0.8,9999.0
base1-55,Nidoran ♂,base1,Base,Base,Common,2026-03-19,0.01,0.49,0.7,50.0
base1-56,Onix,base1,Base,Base,Common,2026-03-19,0.1,0.55,1.06,34.99
base1-57,Pidgey,base1,Base,Base,Common,2026-03-19,0.25,0.75,1.68,12.99
base1-58,Pikachu,base1,Base,Base,Common,2026-03-19,0.5,4.49,5.94,9999.0
base1-59,Poliwag,base1,Base,Base,Common,2026-03-19,0.15,0.5,0.68,9999.0
base1-60,Ponyta,base1,Base,Base,Common,2026-03-19,0.05,0.4,0.4,29.99
base1-61,Rattata,base1,Base,Base,Common,2026-03-19,0.1,0.49,0.67,23.0
base1-62,Sandshrew,base1,Base,Base,Common,2026-03-19,0.2,0.5,0.93,29.99
base1-63,Squirtle,base1,Base,Base,Common,2026-03-19,1.14,2.99,6.33,149.99
base1-64,Starmie,base1,Base,Base,Common,2026-03-19,0.19,0.53,0.7,7.93
base1-65,Staryu,base1,Base,Base,Common,2026-03-19,0.2,0.49,0.58,100.0
base1-66,Tangela,base1,Base,Base,Common,2026-03-19,0.2,0.54,0.73,14.99
base1-67,Voltorb,base1,Base,Base,Common,2026-03-19,0.5,3.56,4.02,19.99
base1-68,Vulpix,base1,Base,Base,Common,2026-03-19,0.19,0.5,0.81,79.99
base1-69,Weedle,base1,Base,Base,Common,2026-03-19,0.01,0.45,0.51,9.99
base1-70,Clefairy Doll,base1,Base,Base,Rare,2026-03-19,3.0,5.0,7.32,19.99
base1-71,Computer Search,base1,Base,Base,Rare,2026-03-19,0.9,3.48,6.32,96.95
base1-72,Devolution Spray,base1,Base,Base,Rare,2026-03-19,1.5,3.5,5.31,9999.0
base1-73,Impostor Professor Oak,base1,Base,Base,Rare,2026-03-19,2.15,5.14,5.64,96.95
base1-74,Item Finder,base1,Base,Base,Rare,2026-03-19,5.0,9.0,9.46,89.99
base1-75,Lass,base1,Base,Base,Rare,2026-03-19,0.98,2.0,3.26,4321.0
base1-76,Pokémon Breeder,base1,Base,Base,Rare,2026-03-19,3.62,5.99,7.98,114.77
base1-77,Pokémon Trader,base1,Base,Base,Rare,2026-03-19,1.99,4.15,6.94,96.95
base1-78,Scoop Up,base1,Base,Base,Rare,2026-03-19,5.0,8.01,8.96,96.93
base1-79,Super Energy Removal,base1,Base,Base,Rare,2026-03-19,1.4,3.02,4.48,9999.0
base1-80,Defender,base1,Base,Base,Uncommon,2026-03-19,0.5,0.9,1.56,99.0
base1-81,Energy Retrieval,base1,Base,Base,Uncommon,2026-03-19,0.15,0.5,0.58,99.0
base1-82,Full Heal,base1,Base,Base,Uncommon,2026-03-19,0.15,1.02,2.36,96.95
base1-83,Maintenance,base1,Base,Base,Uncommon,2026-03-19,0.56,1.62,2.93,4.49
base1-84,PlusPower,base1,Base,Base,Uncommon,2026-03-19,0.23,0.55,0.75,99.0
base1-85,Pokémon Center,base1,Base,Base,Uncommon,2026-03-19,0.53,1.12,1.75,6.01
base1-86,Pokémon Flute,base1,Base,Base,Uncommon,2026-03-19,0.65,2.15,3.49,109.99
base1-87,Pokédex,base1,Base,Base,Uncommon,2026-03-19,0.19,0.45,0.66,19.99
base1-88,Professor Oak,base1,Base,Base,Uncommon,2026-03-19,0.25,0.99,1.33,99.0
base1-89,Revive,base1,Base,Base,Uncommon,2026-03-19,0.5,1.63,2.34,7.48
base1-90,Super Potion,base1,Base,Base,Uncommon,2026-03-19,0.07,0.3,0.36,38.99
base1-91,Bill,base1,Base,Base,Common,2026-03-19,0.03,0.34,0.41,99.0
base1-92,Energy Removal,base1,Base,Base,Common,2026-03-19,0.12,0.38,0.51,7.93
base1-93,Gust of Wind,base1,Base,Base,Common,2026-03-19,0.04,0.3,0.37,99.0
base1-94,Potion,base1,Base,Base,Common,2026-03-19,0.03,0.26,0.29,9999.0
base1-95,Switch,base1,Base,Base,Common,2026-03-19,0.05,0.31,0.34,19.99
base1-96,Double Colorless Energy,base1,Base,Base,Uncommon,2026-03-19,2.5,3.62,5.97,99.99
base1-97,Fighting Energy,base1,Base,Base,Unknown,2026-03-19,0.1,0.3,0.39,99.0
base1-98,Fire Energy,base1,Base,Base,Unknown,2026-03-19,0.05,0.3,0.15,99.0
base1-99,Grass Energy,base1,Base,Base,Unknown,2026-03-19,0.05,0.35,0.37,19.99
base1-100,Lightning Energy,base1,Base,Base,Unknown,2026-03-19,0.09,0.38,0.48,19.99
base1-101,Psychic Energy,base1,Base,Base,Unknown,2026-03-19,0.1,0.35,0.54,9.99
base1-102,Water Energy,base1,Base,Base,Unknown,2026-03-19,0.03,0.35,0.53,19.5
